entry,name
23014,"Iblis, Blade of the Fallen Seraph"
23022,Curmudgeon's Payoff
23020,Polar Helmet
23019,Icebane Helmet
23008,Sealed Research Report
23023,Sadist's Collar
23021,The Soul Harvester's Bindings
23018,Signet of the Fallen Defender
23024,Prepared Field Duty Papers
23027,Warmth of Forgiveness
23017,Veil of Eclipse
23035,Preceptor's Hat
23036,Necklace of Necropsy
23031,Band of the Inevitable
23043,The Face of Death
23028,Hailstone Band
23033,Icy Scale Coif
23040,Glyph of Deflection
23047,Eye of the Dead
23032,Glacial Headdress
23026,Supply Request Crystal
23029,Noth's Frigid Heart
23030,Cloak of the Scourge
23054,"Gressil, Dawn of Ruin"
23059,Ring of the Dreadnaught
23048,Sapphiron's Right Eye
23037,Ring of Spiritual Fervor
23056,Hammer of the Twisting Nether
23025,Seal of the Damned
23042,Loatheb's Reflection
23050,Cloak of the Necropolis
23039,The Eye of Nerub
23044,Harbinger of Doom
23062,Frostfire Ring
23045,Shroud of Dominion
23041,Slayer's Crest
23063,Plagueheart Ring
23053,Stormrage's Talisman of Seething
23064,Ring of the Dreamwalker
23074,[PH] Goblin Tooth
23049,Sapphiron's Left Eye
23070,Leggings of Polarity
23079,Deep Peridot
23038,Band of Unnatural Forces
23055,Word of Thawing
23076,Brilliant Citrine
23066,Ring of Redemption
23068,Legplates of Carnage
23061,Ring of Faith
23078,Gauntlets of Undead Slaying
23069,Necro-Knight's Garb
23073,Boots of Displacement
23065,Ring of the Earthshatterer
23087,Breastplate of Undead Slaying
23057,Gem of Trapped Innocents
23085,Robe of Undead Cleansing
23077,Blood Garnet
23046,The Restrained Essence of Sapphiron
23071,Leggings of Apocalypse
23081,Handwraps of Undead Slaying
23060,Bonescythe Ring
23083,Captured Flame
23084,Gloves of Undead Cleansing
23088,Chestguard of Undead Slaying
23082,Handguards of Undead Slaying
23075,Death's Bargain
23067,Ring of the Cryptstalker
23090,Bracers of Undead Slaying
23089,Tunic of Undead Slaying
23094,Teardrop Blood Garnet
23093,Wristwraps of Undead Slaying
23091,Bracers of Undead Cleansing
23098,Inscribed Flame Spessarite
23092,Wristguards of Undead Slaying
23095,Bold Blood Garnet
23096,Runed Blood Garnet
23099,Luminous Flame Spessarite
23100,Glinting Flame Spessarite
23103,Radiant Deep Peridot
23101,Potent Flame Spessarite
23105,Enduring Deep Peridot
23104,Jagged Deep Peridot
23110,Shifting Shadow Draenite
23108,Glowing Shadow Draenite
23097,Delicate Blood Garnet
23107,Shadow Draenite
23106,Dazzling Deep Peridot
23109,Royal Shadow Draenite
23113,Brilliant Golden Draenite
23112,Golden Draenite
23115,Thick Golden Draenite
23116,Rigid Golden Draenite
23119,Sparkling Azure Moonstone
23120,Stormy Azure Moonstone
23117,Azure Moonstone
23111,Sovereign Shadow Draenite
23129,Bracers of Mending
23121,Lustrous Azure Moonstone
23118,Solid Azure Moonstone
23125,Chains of the Lich
23131,Design: Bold Blood Garnet
23114,Gleaming Golden Draenite
23126,Waistband of Balzaphon
23123,Blessed Wizard Oil
23138,Design: Potent Flame Spessarite
23124,Staff of Balzaphon
23122,Consecrated Sharpening Stone
23136,Design: Luminous Flame Spessarite
23127,Cloak of Revanchion
23132,Lord Blackwood's Blade
23130,Design: Teardrop Blood Garnet
23137,Design: Glinting Flame Spessarite
23143,Design: Dazzling Deep Peridot
23142,Design: Enduring Deep Peridot
23128,The Shadow's Grasp
23135,Design: Inscribed Flame Spessarite
23147,Design: Sovereign Shadow Draenite
23134,Design: Delicate Blood Garnet
23145,Design: Royal Shadow Draenite
23154,Design: Stormy Azure Moonstone
23152,Design: Solid Azure Moonstone
23148,Design: Brilliant Golden Draenite
23139,Lord Blackwood's Buckler
23141,Design: Jagged Deep Peridot
23140,Design: Radiant Deep Peridot
23149,Design: Gleaming Golden Draenite
23160,Friendship Bread
23158,Solid Aquamarine
23157,Thick Citrine
23161,Freshly-Squeezed Lemonade
23150,Design: Thick Golden Draenite
23169,Scorn's Icy Choker
23144,Design: Glowing Shadow Draenite
23146,Design: Shifting Shadow Draenite
23153,Design: Sparkling Azure Moonstone
23163,Performer's Wand
23151,Design: Rigid Golden Draenite
23155,Design: Lustrous Azure Moonstone
23165,Headhunter Axe
23168,Scorn's Focal Dagger
23159,Sparkling Aquamarine
23156,Blackwood's Thigh
23166,Hexxer Stave
23175,Tasty Summer Treat
23176,Fizzy Energy Drink
23164,Bubbly Beverage
23170,The Frozen Clutch
23167,Shadowcaster Mace
23180,Flame of Thunder Bluff
23173,Abomination Skin Leggings
23191,Crystal Controlling Orb
23171,The Axe of Severing
23181,Flame of the Undercity
23179,Flame of Orgrimmar
23197,Idol of the Moon
23178,Mantle of Lady Falther'ess
23177,Lady Falther'ess' Finger
23192,Tabard of the Scarlet Crusade
23196,Greater Mark of the Dawn
23182,Flame of Stormwind
23183,Flame of Ironforge
23172,Refreshing Red Apple
23184,Flame of Darnassus
23195,Mark of the Dawn
23193,Skeletal Steed Reins
23194,Lesser Mark of the Dawn
23133,Design: Runed Blood Garnet
23200,Totem of Sustaining
23222,Clefthoof Hide
23211,Toasted Smorc
23199,Totem of the Storm
23220,Crystal Webbed Robe
23207,Mark of the Champion
23219,Girdle of the Mentor
23213,Scrapper's Pants
23201,Libram of Divinity
23224,Summer Gift Package
23215,Bag of Smorc Ingredients
23226,Ghoul Skin Tunic
23198,Idol of Brutality
23203,Libram of Fervor
23231,Clefthoof Sinew
23223,Clefthoof Bones
23218,Condensed Voidwalker Essence
23212,Scrapper's Vest
23217,Ravager Egg
23216,Pulsating Voidwalker Essence
23230,Dagger of Sockety Goodness
23221,Misplaced Servo Arm
23205,Hellfire Spineleaf
23227,iCoke Gift Box Voucher
23243,Champion's Plate Shoulders
23239,Plump Buzzard Wing
23232,Huge Sword of Sockety Goodness
23206,Mark of the Champion
23234,Blue Bryanite of Agility
23233,Red Bryanite of Strength stuff
23228,Old Whitebark's Pendant
23250,Prismatic Shell
23248,Purified Helboar Meat
23237,Ring of the Eternal Flame
23247,Burning Blossom
23252,Champion's Chain Shoulders
23255,Champion's Dreadweave Cowl
23249,Amani Invasion Plans
23214,Plump Helboar Carcass
23229,Sword of Sockety Goodness
23259,Champion's Mail Headguard
23235,Yellow Bryanite of Stamina
23258,Champion's Leather Shoulders
23236,Meta Bryanite of Mana
23262,Champion's Satin Mantle
23246,Fiery Festival Brew
23264,Champion's Silk Mantle
23257,Champion's Leather Helm
23261,Champion's Satin Hood
23244,Champion's Plate Helm
23267,Satin Lined Boots
23253,Champion's Dragonhide Headguard
23265,Blackened Chain Girdle
23238,Stygian Buckler
23281,Knight-Lieutenant's Dragonhide Treads
23268,Purification Mixture
23275,Knight-Lieutenant's Lamellar Sabatons
23269,Felblood Sample
23242,Claw of the Frost Wyrm
23278,Knight-Lieutenant's Chain Greaves
23274,Knight-Lieutenant's Lamellar Gauntlets
23273,Knight-Captain's Lamellar Leggings
23254,Champion's Dragonhide Shoulders
23260,Champion's Mail Pauldrons
23285,Knight-Lieutenant's Leather Walkers
23272,Knight-Captain's Lamellar Breastplate
23286,Knight-Lieutenant's Plate Gauntlets
23282,Knight-Lieutenant's Dreadweave Handwraps
23270,Tainted Helboar Meat
23290,Knight-Lieutenant's Silk Handwraps
23277,Lieutenant Commander's Lamellar Shoulders
23279,Knight-Lieutenant's Chain Vices
23295,Knight-Captain's Dragonhide Leggings
23276,Lieutenant Commander's Lamellar Headguard
23302,Knight-Captain's Satin Legguards
23299,Knight-Captain's Leather Legguards
23293,Knight-Captain's Chain Legguards
23296,Knight-Captain's Dreadweave Legguards
23266,Ranger's Vest
23280,Knight-Lieutenant's Dragonhide Grips
23306,Lieutenant Commander's Chain Helm
23283,Knight-Lieutenant's Dreadweave Walkers
23288,Knight-Lieutenant's Satin Handwraps
23303,Knight-Captain's Satin Tunic
23292,Knight-Captain's Chain Hauberk
23297,Knight-Captain's Dreadweave Tunic
23287,Knight-Lieutenant's Plate Greaves
23284,Knight-Lieutenant's Leather Grips
23301,Knight-Captain's Plate Leggings
23289,Knight-Lieutenant's Satin Walkers
23291,Knight-Lieutenant's Silk Walkers
23305,Knight-Captain's Silk Tunic
23298,Knight-Captain's Leather Chestpiece
23300,Knight-Captain's Plate Hauberk
23294,Knight-Captain's Dragonhide Chestpiece
23307,Lieutenant Commander's Chain Shoulders
23304,Knight-Captain's Silk Legguards
23251,Champion's Chain Helm
23263,Champion's Silk Cowl
23256,Champion's Dreadweave Spaulders
23314,Lieutenant Commander's Plate Helmet
23310,Lieutenant Commander's Dreadweave Cowl
23312,Lieutenant Commander's Leather Helm
23319,Lieutenant Commander's Silk Mantle
23332,Withered Lasher Root
23317,Lieutenant Commander's Satin Mantle
23309,Lieutenant Commander's Dragonhide Shoulders
23311,Lieutenant Commander's Dreadweave Spaulders
23318,Lieutenant Commander's Silk Cowl
23321,Recruit's Robe
23330,Wilted Petal
23323,Crown of the Fire Festival
23316,Lieutenant Commander's Satin Hood
23337,Cenarion Antidote
23315,Lieutenant Commander's Plate Shoulders
23336,Helboar Blood Sample
23326,Midsummer Sausage
23329,Enriched Lasher Root
23322,Acolyte's Robe
23347,Weathered Crossbow
23320,Tablet of Flame Shock VI
23345,Scout's Shirt
23342,Arelion's Journal Page 4
23343,Torn Pilgrim's Pack
23346,Battleworn Claymore
23334,Cracked Power Core
23350,Battleworn Pants
23340,Arelion's Journal Page 2
23344,Scout's Pants
23358,Signaling Gem
23348,Scout's Boots
23351,Battleworn Shirt
23353,Mana Residue
23324,Mantle of the Fire Festival
23331,Broken Vine
23327,Fire-toasted Bun
23339,Arelion's Journal
23313,Lieutenant Commander's Leather Shoulders
23333,Shattered Power Core
23366,zzDEPRECATEDPerfect Diamond
23338,Eroded Leather Case
23361,Cleansing Vial
23308,Lieutenant Commander's Dragonhide Headguard
23380,Broken Power Core
23377,Guard's Leggings
23374,Warp Hound Blood
23349,Battleworn Shoes
23365,Steel Rimmed Buckler
23376,Gatewatcher's Chain Gloves
23383,Ripped Wyrm Scale
23384,Dimly Glowing Eye
23378,Undamaged Warp Hound Corpse
23388,Tranquillien Tabard
23367,Light Silk Robe
23386,Condensed Mana Powder
23363,Titanic Breastplate
23391,Exodar Dagger
23393,Exodar Shortsword
23355,Toxic Helboar Meat
23385,Dormant Mana Powder
23354,Crystalized Mana Residue
23372,Bloodhawk Claymore
23387,Bonestripper Tail Feather
23364,zzDEPRECATEDHeart of the Sky
23352,Potent Voidwalker Essence
23357,Hatched Ravager Egg
23362,Hammer of the Sun
23402,Arcanist's Dagger
23375,Black Leather Vest
23395,Farstrider's Buckler
23371,Velania's Walking Stick
23390,Exodar Bastard Sword
23379,Cinder Bracers
23370,Ley-Keeper's Blade
23409,Well Crafted Long Bow
23381,Chipped Power Core
23410,Well Crafted Sword
23413,Troll Kickers
23360,Head of Instructor Razuvious
23398,Worn Ranger's Bow
23373,Long Knife
23341,Arelion's Journal Page 3
23368,Soft Leather Boots
23396,Slightly Used Ranger's Blade
23399,Fallen Apprentice's Robe
23397,Satin Lined Gloves
23405,Farstrider's Tunic
23403,Salvaged Mail Leggings
23406,Sentry Bracers
23407,Supple Cotton Bracer
23404,Padded Running Shoes
23400,Sylastor's Cloak
23414,Troll Kickers
23412,Troll Kickers
23411,Well Crafted Staff
23401,Divining Crystal
23392,Exodar Maul
23394,Healing Salve
23389,Empty Draenei Supply Pouch
23408,Farstrider's Bracers
23417,Sanctified Crystal
23421,Engraved Sword
23432,Engraved Greatsword
23423,Mercenary Greatsword
23430,Mercenary Sword
23422,Engraved Dagger
23429,Mercenary Clout
23415,Survival Knife
23426,Khorium Ore
23437,Talasite
23441,Nightseye
23420,Engraved Axe
23438,Star of Elune
23435,Elderberry Pie
23433,Blood Robes
23425,Adamantite Ore
23431,Mercenary Stiletto
23427,Eternium Ore
23440,Dawnstone
23445,Fel Iron Bar
23436,Living Ruby
23443,zzOLDTEST Sanctified Crystal
23446,Adamantite Bar
23449,Khorium Bar
23455,Grand Marshal's Demolisher
23447,Eternium Bar
23444,Goldenmist Special Brew
23442,Glowing Sanctified Crystal
23454,Grand Marshal's Warhammer
23453,Grand Marshal's Tome of Restoration
23452,Grand Marshal's Tome of Power
23448,Felsteel Bar
23434,Robes of the Shard
23463,High Warlord's Tome of Mending
23460,Broken Blood Sample
23457,High Warlord's Destroyer
23424,Fel Iron Ore
23458,High Warlord's Spellblade
23456,Grand Marshal's Swiftblade
23439,Noble Topaz
23461,High Warlord's Quickblade
23470,Rugged Trapper's Shirt
23451,Grand Marshal's Mageblade
23467,High Warlord's Quickblade
23462,High Warlord's Tome of Destruction
23465,High Warlord's Destroyer
23459,High Warlord's Battle Mace
23466,High Warlord's Spellblade
23477,Squire's Pants
23468,High Warlord's Tome of Destruction
23478,Recruit's Pants
23464,High Warlord's Battle Mace
23476,Squire's Shirt
23489,Fel Iron Breastplate
23492,Suntouched Special Reserve
23475,Recruit's Boots
23472,Rugged Trapper's Boots
23497,Fel Iron Hatchet
23473,Recruit's Shirt
23483,Haal'eshi Scroll
23498,Fel Iron Hammer
23493,Fel Iron Chain Coif
23479,Recruit's Robe
23474,Recruit's Pants
23471,Rugged Trapper's Pants
23484,Fel Iron Plate Belt
23500,Saltheril's Haven Party Invitation
23487,Fel Iron Plate Boots
23507,Adamantite Breastplate
23488,Fel Iron Plate Pants
23480,Lit Torch
23491,Fel Iron Chain Gloves
23486,Caged Female Kaliri Hatchling
23508,Adamantite Plate Gloves
23509,Enchanted Adamantite Breastplate
23502,Adamantite Maul
23503,Adamantite Cleaver
23495,Springpaw Appetizer
23511,Enchanted Adamantite Boots
23505,Adamantite Rapier
23512,Enchanted Adamantite Leggings
23499,Fel Iron Greatsword
23482,Fel Iron Plate Gloves
23490,Fel Iron Chain Tunic
23506,Adamantite Plate Bracers
23521,Ragesteel Helm
23501,Bloodthistle Petal
23517,Felsteel Gloves
23494,Fel Iron Chain Bracers
23510,Enchanted Adamantite Belt
23515,Flamebane Bracers
23513,Flamebane Breastplate
23485,Empty Birdcage
23516,Flamebane Helm
23504,Adamantite Dagger
23518,Felsteel Leggings
23514,Flamebane Gloves
23519,Felsteel Helm
23520,Ragesteel Gloves
23469,High Warlord's Tome of Mending
23527,Earthpeace Breastplate
23522,Ragesteel Breastplate
23526,Swiftsteel Gloves
23523,Khorium Pants
23539,Blessed Bracers
23543,Felsteel Reaper
23536,Oathkeeper's Helm
23537,Black Felsteel Bracers
23525,Khorium Boots
23535,Helm of the Stalwart Defender
23542,Fel Edged Battleaxe
23541,Khorium Champion
23529,Adamantite Sharpening Stone
23530,Felsteel Shield Spike
23546,Fel Hardened Maul
23524,Khorium Belt
23540,Felsteel Longblade
23548,Might of the Scourge
23533,Steelgrip Gauntlets
23538,Bracers of the Green Fortress
23534,Storm Helm
23550,Heavy Stone Axe
23532,Gauntlets of the Iron Tower
23549,Fortitude of the Scourge
23528,Fel Sharpening Stone
23557,Larvae of the Great Worm
23551,Azure Phial
23562,Arena Team Charter (5v5)
23564,Twisting Nether Chain Shirt
23561,Arena Team Charter (3v3)
23544,Runic Hammer
23554,Eternium Runed Blade
23560,Arena Team Charter (2v2)
23566,Azure Phial
23555,Dirge
23563,Nether Chain Shirt
23552,Filled Azure Phial
23568,Bundle of Vials
23553,Living Branch
23559,Lesser Rune of Warding
23571,Primal Might
23570,Jom Gabbar
23569,Letter from the Mag'har
23572,Primal Nether
23573,Hardened Adamantite Bar
23531,Felfury Gauntlets
23545,Power of the Scourge
23585,Stouthammer Lite
23567,zzOLD[PH] Silithus PvP Dust [DEP]
23586,Aerie Peak Pale Ale
23565,Embrace of the Twisting Nether
23574,Recipe: Transmute Primal Might
23547,Resilience of the Scourge
23556,Hand of Eternity
23589,Mag'har Ancestral Beads
23590,Plans: Adamantite Maul
23588,Kaliri Feather
23591,Plans: Adamantite Cleaver
23558,The Burrower's Shell
23580,Avruu's Orb
23578,Diet McWeaksauce
23587,Mirren's Drinking Hat
23596,Plans: Adamantite Breastplate
23579,The McWeaksauce Classic
23577,The Hungering Cold
23575,Lesser Ward of Shielding
23576,Greater Ward of Shielding
23584,Loch Modan Lager
23592,Plans: Adamantite Dagger
23607,Plans: Felsteel Helm
23601,Plans: Flamebane Bracers
23595,Plans: Adamantite Plate Gloves
23600,Plans: Enchanted Adamantite Leggings
23593,Plans: Adamantite Rapier
23598,Plans: Enchanted Adamantite Boots
23605,Plans: Felsteel Gloves
23597,Plans: Enchanted Adamantite Belt
23603,Plans: Flamebane Gloves
23608,Plans: Khorium Belt
23612,Plans: Ragesteel Helm
23602,Plans: Flamebane Helm
23599,Plans: Enchanted Adamantite Breastplate
23616,Crushed Crystal Fragment
23615,Plans: Swiftsteel Gloves
23619,Plans: Felsteel Shield Spike
23604,Plans: Flamebane Breastplate
23609,Plans: Khorium Pants
23611,Plans: Ragesteel Gloves
23623,Plans: Storm Helm
23613,Plans: Ragesteel Breastplate
23606,Plans: Felsteel Leggings
23614,Red Snapper
23621,Plans: Gauntlets of the Iron Tower
23618,Plans: Adamantite Sharpening Stone
23617,Plans: Earthpeace Breastplate
23624,Plans: Helm of the Stalwart Defender
23610,Plans: Khorium Boots
23622,Plans: Steelgrip Gauntlets
23620,Plans: Felfury Gauntlets
23594,Plans: Adamantite Plate Bracers
23629,Plans: Felsteel Longblade
23625,Plans: Oathkeeper's Helm
23631,Plans: Fel Edged Battleaxe
23634,Plans: Fel Hardened Maul
23635,Plans: Eternium Runed Blade
23626,Plans: Black Felsteel Bracers
23633,Plans: Runic Hammer
23642,Sha'naar Relic
23643,Purifying Earth
23644,Crate of Reagents
23645,Seer's Relic
23639,Plans: Greater Ward of Shielding
23649,Deprecated: Keanna's Will
23632,Plans: Felsteel Reaper
23627,Plans: Bracers of the Green Fortress
23628,Plans: Blessed Bracers
23638,Plans: Lesser Ward of Shielding
23637,Plans: Hand of Eternity
23646,Shipment of Rare Crystals
23659,Fel-Tainted Morsels
23647,Deprecated: Keanna's Will
23650,Deprecated: Keanna's Will
23661,Mark of the Lightbringer
23652,Deprecated: Keanna's Will
23636,Plans: Dirge
23657,Dawn Runner Cargo
23662,Letter from Nazgrel
23655,Elven Manacles
23653,Deprecated: Keanna's Will
23665,Leggings of Elemental Fury
23660,Advisor's Rapier
23630,Plans: Khorium Champion
23678,Faintly Glowing Crystal
23654,Draenei Fishing Net
23672,Crate of Red Snapper
23666,Belt of the Grand Crusader
23677,Moongraze Buck Hide
23664,Pauldrons of Elemental Fury
23651,Deprecated: Keanna's Will
23670,Thalanaar Moonwell Water
23680,Gift of Naias
23675,Robotron Control Unit
23663,Girdle of Elemental Fury
23668,Leggings of the Grand Crusader
23658,Advisor's Pack
23688,Hauteur's Ashes
23692,Azure Snapdragon Bulb
23669,Ancestral Spirit Wolf Totem
23671,Earth Crystal
23667,Spaulders of the Grand Crusader
23691,Corrupted Mark of the Lightbringer
23689,Manual: Crystal Infused Bandage
23687,Blacktalon's Claws
23674,Robotron Control Panel Key
23694,Gryphon Egg
23648,Deprecated: Keanna's Will
23676,Moongraze Stag Tenderloin
23685,Root Trapper Vine
23693,Carinda's Scroll of Retribution
23703,Taming Rod
23682,Ritual Torch
23700,[PH] Glorious Standard of the Alliance [DEP]
23707,Spindleweb Silk Gland
23681,Heart of Naias
23684,Crystal Infused Bandage
23706,Arcane Fragment
23698,[PH] Nature Resist Potion [DEP]
23699,[PH] Light Consumable [DEP]
23697,Taming Rod
23679,Bloodscalp Totem
23701,[PH] Victorious Standard of the Horde [DEP]
23714,Perpetual Purple Firework
23702,Taming Rod
23686,Lacy Handkerchief
23696,[PH] Potion of Heightened Senses [DEP]
23720,Riding Turtle
23695,Featherbeard's Map
23704,Eversong Port
23722,Permanent R.O.I.D.S.
23710,Upperdeck Tabard #3
23723,Warchief Kargath's Fist
23712,White Tiger Cub
23709,Tabard of Frost
23711,Grimoire of Intercept (Rank 1)
23715,Permanent Lung Juice Cocktail
23716,Carved Ogre Idol
23721,Permanent Gizzard Gum
23705,Tabard of Flame
23713,Hippogryph Hatchling
23719,Permanent Cerebral Cortex Compound
23727,QAEnchant Gloves +5 Fishing
23729,Fel Horde Banner
23718,Permanent Ground Scorpok Assay
23717,Pitted Gold Band
23725,QAEnchant Fiery Weapon
23726,Fel Ember
23730,Grimoire of Intercept (Rank 2)
23731,Grimoire of Intercept (Rank 3)
23728,QAEnchant Gloves Riding Skill
23732,Voidstone
23733,Ritual Torch
23736,Fel Iron Bomb
23735,Grand Warlock's Amulet
23740,Top Secret Venture Company Plans
23742,Fel Iron Musket
23734,Grimoire of Cleave (Rank 1)
23746,Adamantite Rifle
23747,Felsteel Boomstick
23738,Nautical Compass
23744,Foul Essence
23739,Nautical Map
23737,Adamantite Grenade
23752,Flask of Purest Water
23754,Bristlehide Clefthoof Hide
23753,Drycap Mushroom
23745,Grimoire of Cleave (Rank 2)
23750,Filled Bota Bag
23757,Skittering Crawler Meat
23755,Grimoire of Cleave (Rank 3)
23748,Ornate Khorium Rifle
23758,Cogspinner Goggles
23762,Ultra-Spectropic Detection Goggles
23759,Rune Covered Tablet
23760,Chalice of Elune
23764,Adamantite Scope
23751,Skin of Purest Water
23761,Power Amplification Goggles
23765,Khorium Scope
23768,White Smoke Flare
23749,Empty Bota Bag
23767,Crashin' Thrashin' Robot
23763,Hyper-Vision Goggles
23772,Fel Iron Shells
23766,Stabilized Eternium Scope
23774,Fel Iron Toolbox
23756,Cookie's Jumbo Gumbo
23769,Red Smoke Flare
23786,Khorium Power Core
23783,Handful of Fel Iron Bolts
23771,Green Smoke Flare
23776,Warsong Lumber
23770,Blue Smoke Flare
23773,Adamantite Shells
23792,Tree Disguise Kit
23785,Hardened Adamantite Tube
23793,Heavy Knothide Leather
23779,Ancient Relic
23789,Remains of Cowlen's Family
23791,Pile of Leaves
23788,Tree Seedlings
23794,Permanent Sheen of Zanza
23797,Diabolical Plans
23795,Permanent Spirit of Zanza
23790,Hollowed Out Tree
23775,Khorium Toolbox
23780,Diabolical Plans
23798,Diabolical Plans
23803,Schematic: Cogspinner Goggles
23810,Schematic: Crashin' Thrashin' Robot
23807,Schematic: Adamantite Scope
23796,Permanent Swiftness of Zanza
23778,Sentinel Luciel's Report
23781,Elemental Blasting Powder
23787,Felsteel Stabilizer
23808,Schematic: Khorium Scope
23804,Schematic: Power Amplification Goggles
23801,Bristlelimb Key
23800,Schematic: Felsteel Boomstick
23811,Schematic: White Smoke Flare
23819,Elemental Seaforium Charge
23805,Schematic: Ultra-Spectropic Detection Goggles
23816,Schematic: Fel Iron Toolbox
23822,Healing Potion Injector
23799,Schematic: Adamantite Rifle
23818,Stillpine Furbolg Language Primer
23830,Clopper's Equipment
23812,Schematic: Red Smoke Flare
23782,Fel Iron Casing
23823,Mana Potion Injector
23777,Diabolical Plans
23784,Adamantite Frame
23817,Schematic: Khorium Toolbox
23809,Schematic: Stabilized Eternium Scope
23829,Gnomish Battle Goggles
23827,Super Sapper Charge
23814,Schematic: Green Smoke Flare
23834,Crude Murloc Idol
23824,Rocket Boots Xtreme
23820,Critter Enlarger
23833,Crude Murloc Knife
23815,Schematic: Adamantite Shell Machine
23806,Schematic: Hyper-Vision Goggles
23826,The Bigger One
23813,Schematic: Blue Smoke Flare
23828,Gnomish Power Goggles
23825,Nigh Invulnerability Belt
23832,Gnomish Tonk Controller
23831,Goblin Tonk Controller
23802,Schematic: Ornate Khorium Rifle
23821,Zapthrottle Mote Extractor
23835,Gnomish Poultryizer
23837,Weathered Treasure Map
23848,Nethergarde Bitter
23841,Gnomish Flame Turret
23838,Foreman's Enchanted Helmet
23836,Goblin Rocket Launcher
23839,Foreman's Reinforced Helmet
23850,Gurf's Dignity
23843,Whorl of Air
23851,Battered Journal
23847,Nolkai's Band
23844,Nolkai's Lantern
23846,Nolkai's Box
23845,Ravager Hide
23866,Singed Page
23855,Spellfire Cloth
23861,Drawing Kit
23862,Redemption of the Fallen
23858,Singed Page
23864,Torment of the Worgen
23852,Nolkai's Bag
23868,Singed Page
23867,Singed Page
23854,Shadoweave Cloth
23849,Stillpine Grain
23859,Nazzivus Monument Glyph
23873,Galaen's Amulet
23865,Wrath of the Titans
23853,Letter to <Name>
23871,Potion of Water Breathing
23860,The Kurken's Hide
23863,Corrupted Crystal
23877,Crystal Mining Pick
23874,Schematic: Elemental Seaforium Charge
23869,Crystallized Bark
23875,Crystal Mining Pick
23876,Crystal Mining Pick
23879,Altered Crystal Sample
23882,Schematic: Critter Enlarger
23857,Legacy of the Mountain King
23884,Schematic: Mana Potion Injector
23880,Axxarien Crystal Sample
23883,Schematic: Healing Potion Injector
23891,Ominous Letter
23893,Ominous Letter
23878,Impact Site Crystal Sample
23872,Blue Satchel
23870,Red Crystal Pendant
23895,Netted Goods
23886,Omor's Hoof
23899,Traitor's Communication
23881,Gargolmar's Hand
23896,Taming Totem
23901,Nazan's Head
23904,Shattered Blade
23888,Schematic: Zapthrottle Mote Extractor
23892,Ominous Letter
23898,Taming Totem
23890,Ominous Letter
23917,Deprecated: Keanna's Will
23900,Tzerak's Armor Plate
23894,Fel Orc Blood Vial
23916,Deprecated: Keanna's Will
23897,Taming Totem
23919,Stack of Reports
23927,Sand Pear
23914,Deprecated: Keanna's Will
23921,Bulging Sack of Silver
23925,Ravager Cage Key
23903,Nurguni's Supplies
23909,Blood Elf Bandit Mask
23905,Deprecated: Keanna's Will
23924,Robes of Silvermoon
23920,Tattered Handkerchief
23902,Topher's List
23918,Deprecated: Keanna's Will
23910,Blood Elf Communication
23941,Crushed Ravager Carapace
23926,Tome of Divinity
23942,Crushed Ravager Fang
23939,Pristine Ravager Claw
23912,Deprecated: Keanna's Will
23929,Letter from Lor'themar Theron
23923,Amani Sacrificial Dagger
23922,Rat Skeleton
23946,Broken Ravager Claw
23931,Azure Watch Robes
23933,Medivh's Journal
23930,Letter Sealed by Sylvanas
23932,Survey Data Crystal
23928,The Exarch's Orders
23934,Medivh's Journal
23911,Deprecated: Keanna's Will
23940,Pristine Ravager Fang
23937,Letter of Introduction
23945,Broken Ravager Fang
23944,Broken Ravager Carapace
23938,Pristine Ravager Carapace
23943,Crushed Ravager Claw
23887,Schematic: Rocket Boots Xtreme
23947,Cracked Ravager Carapace
23948,Cracked Ravager Fang
23953,Worn Ravager Carapace
23949,Cracked Ravager Claw
23955,Worn Ravager Claw
23952,Damaged Ravager Claw
23959,Weathered Ravager Claw
23960,Beaten Ravager Carapace
23951,Damaged Ravager Fang
23958,Weathered Ravager Fang
23950,Damaged Ravager Carapace
23954,Worn Ravager Fang
23966,Flawed Ravager Carapace
23957,Weathered Ravager Carapace
23961,Beaten Ravager Fang
23968,Flawed Ravager Claw
23974,Mangled Ravager Claw
23969,Imperfect Ravager Carapace
23972,Mangled Ravager Carapace
23971,Imperfect Ravager Claw
23967,Flawed Ravager Fang
23965,Chipped Ravager Claw
23962,Beaten Ravager Claw
23976,Gnarled Ravager Carapace
23979,Chipped Ravager Carapace
23975,Damaged Ravager Fang
23970,Imperfect Ravager Fang
23977,Gnarled Ravager Fang
23984,Irradiated Crystal Shard
23982,Kessel's Whistle
23983,Shadowbat Blood
23978,Gnarled Ravager Claw
23986,Crystal of Insight
23980,Chipped Ravager Fang
23993,Cracked Saurian Claw
23981,Steam Pump Part
23973,Mangled Ravager Fang
23995,Murloc Tagger
23997,Head of Tel'athion
23988,Mutated Vine
23985,Crystal of Vitality
23992,Torn Saurian Pelt
24003,Formula: Enchant Chest - Exceptional Stats
23987,Mutated Petal
24000,Formula: Enchant Bracer - Superior Healing
24004,Thrallmar Tabard
23990,Completed Star Chart
24001,Recipe: Elixir of Major Agility
23999,Honor Hold Tabard
23989,Crystal of Ferocity
24005,Murloc Tag Stub
24002,Plans: Felsteel Shield Spike
24006,Grunt's Waterskin
23994,Thorny Constrictor Vine
